Normal,Foil,Name,Set,Card Number,Color,Rarity,Price,Foil Price
0,0,"The Queen - Disguised Peddler",002,93,Emerald,Super Rare,"$0.35","$1.44"
1,0,"Tiana - True Princess",002,94,Emerald,Uncommon,"$0.10","$0.37"
0,0,"Virana - Fang Chief",002,95,Emerald,Common,"$0.03","$0.17"
0,0,"Bibbidi Bobbidi Boo",002,96,Emerald,Rare,"$0.42","$2.38"
0,0,"Bounce",002,97,Emerald,Uncommon,"$0.09","$0.37"
3,0,"Hypnotize",002,98,Emerald,Common,"$0.09","$0.61"
3,0,"Improvise",002,99,Emerald,Common,"$0.05","$0.24"
0,0,"Pack Tactics",002,100,Emerald,Rare,"$0.30","$0.94"
0,0,"Ring the Bell",002,101,Emerald,Uncommon,"$0.10","$0.27"
0,0,"Ratigan's Marvelous Trap",002,102,Emerald,Rare,"$0.14","$0.55"
0,0,"Baloo - Fun-Loving Bear",002,103,Ruby,Common,"$0.04","$0.19"
0,0,"Boun - Precocious Entrepreneur",002,104,Ruby,Common,"$0.07","$0.18"
0,0,"Card Soldiers - Full Deck",002,105,Ruby,Uncommon,"$0.07","$0.32"
0,0,"Donald Duck - Not Again!",002,106,Ruby,Legendary,"$1.33","$6.42"
0,0,"Felicia - Always Hungry",002,107,Ruby,Common,"$0.06","$0.22"
0,0,"Fidget - Ratigan's Henchman",002,108,Ruby,Common,"$0.06","$0.14"
1,0,"Honest John - Not That Honest",002,109,Ruby,Rare,"$0.19","$0.53"
0,0,"Lady Tremaine - Imperious Queen",002,110,Ruby,Super Rare,"$1.10","$4.87"
0,0,"Lady Tremaine - Overbearing Matriarch",002,111,Ruby,Common,"$0.06","$0.20"
0,0,"Lumiere - Hotheaded Candelabra",002,112,Ruby,Rare,"$0.11","$0.55"
0,0,"Minnie Mouse - Stylish Surfer",002,113,Ruby,Uncommon,"$0.18","$0.99"
0,0,"Minnie Mouse - Wide-Eyed Diver",002,114,Ruby,Rare,"$0.19","$0.54"
1,0,"Minnie Mouse - Zipping Around",002,115,Ruby,Common,"$0.04","$0.16"
0,0,"Mother Gothel - Withered and Wicked",002,116,Ruby,Uncommon,"$0.15","$1.32"
1,0,"Mulan - Soldier in Training",002,117,Ruby,Common,"$0.07","$0.21"
0,0,"Namaari - Nemesis",002,118,Ruby,Super Rare,"$0.18","$0.51"
0,0,"Queen of Hearts - Impulsive Ruler",002,119,Ruby,Uncommon,"$0.26","$1.39"
0,0,"Queen of Hearts - Sensing Weakness",002,120,Ruby,Uncommon,"$0.20","$0.90"
0,0,"Ratigan - Very Large Mouse",002,121,Ruby,Rare,"$0.16","$0.59"
0,0,"Raya - Headstrong",002,122,Ruby,Common,"$0.06","$0.14"
0,0,"Raya - Leader of Heart",002,123,Ruby,Super Rare,"$0.25","$0.67"
1,0,"Raya - Warrior of Kumandra",002,124,Ruby,Uncommon,"$0.06","$0.28"
0,0,"Scar - Vicious Cheater",002,125,Ruby,Legendary,"$5.83","$21.97"
0,0,"Shere Khan - Menacing Predator",002,126,Ruby,Rare,"$0.99","$2.07"
0,0,"Tigger - One of a Kind",002,127,Ruby,Common,"$0.07","$0.20"
0,0,"Tuk Tuk - Wrecking Ball",002,128,Ruby,Rare,"$0.15","$0.29"
0,0,"Go the Distance",002,129,Ruby,Common,"$0.07","$0.25"
0,0,"Teeth and Ambitions",002,130,Ruby,Rare,"$0.50","$3.67"
0,0,"The Most Diabolical Scheme",002,131,Ruby,Uncommon,"$0.08","$0.32"
0,0,"What Did You Call Me?",002,132,Ruby,Common,"$0.07","$0.12"
0,0,"You Can Fly!",002,133,Ruby,Uncommon,"$0.07","$0.26"
0,0,"Dinner Bell",002,134,Ruby,Rare,"$0.18","$0.52"
0,0,"Peter Pan's Dagger",002,135,Ruby,Common,"$0.06","$0.25"
1,0,"Sword in the Stone",002,136,Ruby,Uncommon,"$0.08","$0.23"
0,0,"Alice - Growing Girl",002,137,Sapphire,Legendary,"$4.01","$11.27"
0,0,"Basil - Great Mouse Detective",002,138,Sapphire,Super Rare,"$0.19","$0.60"
2,0,"Basil - Of Baker Street",002,139,Sapphire,Common,"$0.06","$0.20"
0,0,"Basil - Perceptive Investigator",002,140,Sapphire,Common,"$0.07","$0.17"
0,0,"Caterpillar - Calm and Collected",002,141,Sapphire,Uncommon,"$0.14","$0.40"
0,0,"Cogsworth - Grandfather Clock",002,142,Sapphire,Super Rare,"$2.47","$10.99"
2,0,"Cogsworth - Talking Clock",002,143,Sapphire,Uncommon,"$0.08","$0.24"
3,0,"Cruella De Vil - Fashionable Cruiser",002,144,Sapphire,Common,"$0.05","$0.18"
0,0,"Cruella De Vil - Perfectly Wretched",002,145,Sapphire,Uncommon,"$0.10","$0.31"
2,0,"Duke Weaselton - Small-Time Crook",002,146,Sapphire,Common,"$0.03","$0.21"
1,1,"Gaston - Intellectual Powerhouse",002,147,Sapphire,Rare,"$0.19","$0.27"
0,0,"Grand Pabbie - Oldest and Wisest",002,148,Sapphire,Super Rare,"$0.36","$1.32"
1,0,"Hiram Flaversham - Toymaker",002,149,Sapphire,Rare,"$2.23","$20.83"
0,0,"James - Role Model",002,150,Sapphire,Common,"$0.04","$0.26"
1,0,"Jasmine - Heir of Agrabah",002,151,Sapphire,Common,"$0.07","$0.24"
2,0,"Judy Hopps - Optimistic Officer",002,152,Sapphire,Uncommon,"$0.11","$0.72"
0,0,"Mrs. Judson - Housekeeper",002,153,Sapphire,Rare,"$0.15","$0.56"
0,0,"Nick Wilde - Wily Fox",002,154,Sapphire,Uncommon,"$0.17","$0.49"
0,0,"Noi - Orphaned Thief",002,155,Sapphire,Rare,"$0.27","$0.78"
3,0,"Owl - Logical Lecturer",002,156,Sapphire,Common,"$0.04","$0.19"
0,0,"Prince Charming - Heir to the Throne",002,157,Sapphire,Rare,"$0.22","$0.58"
0,0,"Rabbit - Reluctant Host",002,158,Sapphire,Common,"$0.07","$0.16"
0,0,"Sisu - Divine Water Dragon",002,159,Sapphire,Legendary,"$1.67","$5.62"
4,0,"The Nokk - Water Spirit",002,160,Sapphire,Common,"$0.02","$0.16"
1,0,"Winnie the Pooh - Having a Think",002,161,Sapphire,Rare,"$0.22","$1.46"
0,0,"Falling Down the Rabbit Hole",002,162,Sapphire,Rare,"$0.20","$0.68"
2,0,"Four Dozen Eggs",002,163,Sapphire,Uncommon,"$0.06","$0.32"
3,0,"Launch",002,164,Sapphire,Uncommon,"$0.05","$0.23"
0,0,"Nothing to Hide",002,165,Sapphire,Common,"$0.06","$0.21"
2,0,"Fang Crossbow",002,166,Sapphire,Uncommon,"$0.05","$0.39"
2,0,"Gumbo Pot",002,167,Sapphire,Common,"$0.05","$0.18"
0,0,"Maurice's Workshop",002,168,Sapphire,Rare,"$0.40","$3.18"
3,0,"Pawpsicle",002,169,Sapphire,Common,"$0.24","$5.16"
0,0,"Sardine Can",002,170,Sapphire,Uncommon,"$0.08","$0.30"
2,1,"Beast - Forbidding Recluse",002,171,Steel,Common,"$0.05","$0.21"
1,0,"Beast - Selfless Protector",002,172,Steel,Super Rare,"$0.22","$0.92"
0,0,"Beast - Tragic Hero",002,173,Steel,Legendary,"$43.60","$73.53"
4,0,"Benja - Guardian of the Dragon Gem",002,174,Steel,Common,"$0.04","$0.54"
0,0,"Chief Bogo - Respected Officer",002,175,Steel,Rare,"$0.34","$1.56"
2,0,"Cinderella - Knight in Training",002,176,Steel,Common,"$0.11","$0.24"
0,0,"Cinderella - Stouthearted",002,177,Steel,Super Rare,"$2.86","$5.40"
0,0,"Donald Duck - Deep-Sea Diver",002,178,Steel,Common,"$0.04","$0.16"
2,0,"Eli La Bouff - Big Daddy",002,179,Steel,Uncommon,"$0.03","$0.19"
0,0,"Goofy - Knight for a Day",002,180,Steel,Rare,"$0.30","$0.98"
0,0,"Hercules - Divine Hero",002,181,Steel,Rare,"$0.47","$1.70"
2,0,"Hercules - Hero in Training",002,182,Steel,Common,"$0.05","$0.28"
0,0,"Jafar - Dreadnought",002,183,Steel,Uncommon,"$0.28","$1.72"
0,0,"Jafar - Royal Vizier",002,184,Steel,Common,"$0.08","$0.31"
1,0,"Kronk - Junior Chipmunk",002,185,Steel,Rare,"$0.11","$0.53"
2,0,"Lawrence - Jealous Manservant",002,186,Steel,Uncommon,"$0.10","$1.83"
0,0,"Li Shang - Archery Instructor",002,187,Steel,Uncommon,"$0.09","$0.33"
0,0,"Magic Broom - Industrial Model",002,188,Steel,Common,"$0.09","$0.30"
0,0,"Namaari - Morning Mist",002,189,Steel,Legendary,"$1.45","$7.32"
1,0,"Pacha - Village Leader",002,190,Steel,Uncommon,"$0.04","$0.23"
3,0,"Prince Naveen - Penniless Royal",002,191,Steel,Common,"$0.04","$0.18"
0,0,"Queen of Hearts - Capricious Monarch",002,192,Steel,Rare,"$0.16","$0.54"
0,0,"Robin Hood - Capable Fighter",002,193,Steel,Uncommon,"$0.21","$0.77"
1,0,"The Huntsman - Reluctant Enforcer",002,194,Steel,Rare,"$0.10","$0.58"
2,0,"The Prince - Never Gives Up",002,195,Steel,Uncommon,"$0.12","$0.52"
0,1,"Tiana - Celebrating Princess",002,196,Steel,Super Rare,"$0.20","$0.32"
3,0,"Tiana - Diligent Waitress",002,197,Steel,Common,"$0.04","$0.20"
0,0,"Charge!",002,198,Steel,Common,"$0.06","$0.18"
0,0,"Let the Storm Rage On",002,199,Steel,Common,"$0.67","$4.33"
0,0,"Pick a Fight",002,200,Steel,Uncommon,"$0.08","$0.28"
0,0,"Strength of a Raging Fire",002,201,Steel,Rare,"$6.13","$14.94"
2,0,"Last Cannon",002,202,Steel,Common,"$0.04","$0.18"
2,0,"Mouse Armor",002,203,Steel,Uncommon,"$0.06","$0.35"
0,0,"Weight Set",002,204,Steel,Rare,"$0.22","$0.74"
0,0,"Cinderella - Ballroom Sensation",002,205,Amber,Enchanted,"$269.49","$269.49"
0,0,"Snow White - Well Wisher",002,206,Amber,Enchanted,"$124.29","$124.29"
0,0,"Arthur - Wizard's Apprentice",002,207,Amethyst,Enchanted,"$67.04","$67.04"
0,0,"Madam Mim - Purple Dragon",002,208,Amethyst,Enchanted,"$50.17","$50.17"
0,0,"Pete - Bad Guy",002,209,Emerald,Enchanted,"$45.61","$45.61"
0,0,"Beast - Relentless",002,210,Emerald,Enchanted,"$70.80","$70.80"
0,0,"Lady Tremaine - Imperious Queen",002,211,Ruby,Enchanted,"$70.45","$70.45"
0,0,"Shere Khan - Menacing Predator",002,212,Ruby,Enchanted,"$65.00","$65.00"
0,0,"Alice - Growing Girl",002,213,Sapphire,Enchanted,"$136.81","$136.81"
0,0,"Sisu - Divine Water Dragon",002,214,Sapphire,Enchanted,"$63.40","$63.40"
0,0,"Hercules - Divine Hero",002,215,Steel,Enchanted,"$69.63","$69.63"
0,0,"Namaari - Morning Mist",002,216,Steel,Enchanted,"$47.42","$47.42"
0,0,"Baloo - von Bruinwald XIII",003,1,Amber,Rare,"$1.54","$3.62"
2,0,"Bernard - Brand-New Agent",003,002,Amber,Rare,"$0.11","$0.29"
0,0,"Chernabog - Evildoer",003,003,Amber,Super Rare,"$0.44","$1.94"
1,0,"Dalmatian Puppy - Tail Wagger",003,4,Amber,Common,"$0.57","$0.92"
1,0,"Dalmatian Puppy - Tail Wagger",003,4,Amber,Common,"$0.52","$0.87"
1,0,"Dalmatian Puppy - Tail Wagger",003,4,Amber,Common,"$0.52","$0.83"
1,0,"Dalmatian Puppy - Tail Wagger",003,4,Amber,Common,"$0.47","$0.92"
1,0,"Dalmatian Puppy - Tail Wagger",003,4,Amber,Common,"$0.55","$0.87"
2,0,"Joshua Sweet - The Doctor",003,005,Amber,Common,"$0.04","$0.20"
4,0,"Kida - Atlantean",003,006,Amber,Common,"$0.04","$0.39"
0,0,"Kida - Protector of Atlantis",003,007,Amber,Legendary,"$8.58","$12.70"
1,0,"Lucky - The 15th Puppy",003,008,Amber,Rare,"$0.15","$0.59"
0,0,"Minnie Mouse - Musical Artist",003,009,Amber,Rare,"$0.16","$0.50"
1,0,"Miss Bianca - Rescue Aid Society Agent",003,010,Amber,Common,"$0.05","$0.16"
2,0,"Mr. Snoops - Inept Businessman",003,011,Amber,Common,"$0.03","$0.17"
4,1,"Nani - Protective Sister",003,012,Amber,Uncommon,"$0.06","$0.32"
1,0,"Orville - Ace Pilot",003,013,Amber,Common,"$0.04","$0.21"
4,0,"Patch - Intimidating Pup",003,014,Amber,Common,"$0.02","$0.23"
0,0,"Perdita - Devoted Mother",003,015,Amber,Legendary,"$2.98","$6.90"
1,0,"Piglet - Pooh Pirate Captain",003,016,Amber,Super Rare,"$4.63","$7.32"
1,0,"Pluto - Determined Defender",003,017,Amber,Rare,"$0.17","$0.61"
3,0,"Pluto - Friendly Pooch",003,018,Amber,Uncommon,"$0.13","$0.61"
3,1,"Pongo - Determined Father",003,19,Amber,Super Rare,"$0.21","$0.38"
3,0,"Queen of Hearts - Wonderland Empress",003,020,Amber,Uncommon,"$0.08","$0.22"
6,0,"Rolly - Hungry Pup",003,021,Amber,Uncommon,"$0.04","$0.20"
3,0,"Tinker Bell - Generous Fairy",003,022,Amber,Uncommon,"$0.06","$0.27"
4,0,"Wendy Darling - Talented Sailor",003,023,Amber,Uncommon,"$0.07","$0.44"
1,0,"99 Puppies",003,024,Amber,Uncommon,"$0.08","$0.33"
4,0,"Boss's Orders",003,025,Amber,Common,"$0.04","$0.20"
4,0,"Heal What Has Been Hurt",003,26,Amber,Common,"$0.04","$0.29"
0,0,"Quick Patch",003,027,Amber,Common,"$0.04","$0.18"
0,0,"The Bare Necessities",003,028,Amber,Rare,"$1.62","$5.01"
2,0,"Cleansing Rainwater",003,029,Amber,Common,"$0.05","$0.22"
1,0,"Heart of Atlantis",003,030,Amber,Rare,"$0.21","$0.56"
1,0,"Wildcat's Wrench",003,031,Amber,Uncommon,"$0.05","$0.19"
3,0,"Never Land - Mermaid Lagoon",003,032,Amber,Common,"$0.05","$0.17"
1,0,"Pride Lands - Pride Rock",003,033,Amber,Rare,"$0.36","$1.60"
1,0,"Tiana's Palace - Jazz Restaurant",003,034,Amber,Uncommon,"$0.13","$0.27"
0,0,"Alice - Tea Alchemist",003,035,Amethyst,Super Rare,"$0.25","$0.74"
1,0,"Chernabog's Followers - Creatures of Evil",003,036,Amethyst,Uncommon,"$2.07","$4.60"
2,1,"Diablo - Faithful Pet",003,037,Amethyst,Common,"$0.07","$0.17"
0,0,"Genie - Supportive Friend",003,038,Amethyst,Super Rare,"$0.21","$0.81"
1,0,"Hydros - Ice Titan",003,039,Amethyst,Uncommon,"$0.10","$0.29"
1,0,"Iago - Pretty Polly",003,040,Amethyst,Common,"$0.05","$0.13"
0,0,"Jafar - Lamp Thief",003,041,Amethyst,Uncommon,"$0.08","$0.25"
0,0,"Jafar - Striking Illusionist",003,042,Amethyst,Legendary,"$4.43","$9.84"
2,0,"Lena Sabrewing - Rebellious Teenager",003,043,Amethyst,Common,"$0.08","$0.11"
1,0,"Magic Broom - Dancing Duster",003,044,Amethyst,Uncommon,"$0.12","$0.49"
1,0,"Magic Broom - Swift Cleaner",003,045,Amethyst,Common,"$0.09","$0.32"
1,0,"Magic Broom - The Big Sweeper",003,046,Amethyst,Common,"$0.09","$0.27"
1,0,"Magic Carpet - Flying Rug",003,047,Amethyst,Common,"$0.07","$0.26"
3,0,"Magica De Spell - Ambitious Witch",003,048,Amethyst,Common,"$0.04","$0.16"
0,0,"Magica De Spell - The Midas Touch",003,049,Amethyst,Super Rare,"$0.18","$0.67"
2,1,"Magica De Spell - Thieving Sorceress",003,050,Amethyst,Uncommon,"$0.06","$0.21"
0,1,"Maleficent - Mistress of All Evil",003,051,Amethyst,Legendary,"$1.91","$5.11"
1,0,"Mama Odie - Voice of Wisdom",003,052,Amethyst,Uncommon,"$0.08","$0.22"
0,0,"Pua - Potbellied Buddy",003,053,Amethyst,Common,"$0.05","$0.17"
0,0,"Rafiki - Mystical Fighter",003,054,Amethyst,Rare,"$0.75","$3.55"
1,0,"Stratos - Tornado Titan",003,055,Amethyst,Rare,"$0.21","$0.48"
2,0,"The Firebird - Force of Destruction",003,056,Amethyst,Common,"$0.04","$0.23"
4,0,"The Queen - Hateful Rival",003,057,Amethyst,Common,"$0.07","$0.14"
0,0,"Treasure Guardian - Protector of the Cave",003,058,Amethyst,Rare,"$0.17","$0.44"
0,1,"Ursula - Sea Witch",003,059,Amethyst,Rare,"$0.19","$0.52"
0,0,"Bestow a Gift",003,060,Amethyst,Common,"$0.05","$0.17"
1,0,"It Calls Me",003,061,Amethyst,Uncommon,"$0.06","$0.28"
1,0,"Last-Ditch Effort",003,062,Amethyst,Uncommon,"$0.06","$0.25"
0,0,"The Boss Is On A Roll",003,063,Amethyst,Rare,"$0.44","$0.89"
0,0,"The Lamp",003,064,Amethyst,Rare,"$0.17","$0.54"
0,0,"The Sorcerer's Hat",003,65,Amethyst,Rare,"$0.25","$0.86"
2,0,"Forbidden Mountain - Maleficent's Castle",003,66,Amethyst,Common,"$0.07","$0.16"
1,0,"The Queen's Castle - Mirror Chamber",003,067,Amethyst,Rare,"$7.65","$14.98"
1,0,"The Sorcerer's Tower - Wondrous Workspace",003,068,Amethyst,Uncommon,"$0.30","$0.80"
4,0,"Cubby - Mighty Lost Boy",003,069,Emerald,Common,"$0.02","$0.11"
1,0,"Cursed Merfolk - Ursula's Handiwork",003,070,Emerald,Rare,"$2.38","$4.65"
4,0,"Don Karnage - Prince of Pirates",003,071,Emerald,Common,"$0.07","$0.15"
3,0,"Flotsam - Riffraff",003,72,Emerald,Common,"$0.04","$0.18"
1,0,"Friar Tuck - Priest Of Nottingham",003,073,Emerald,Uncommon,"$0.09","$0.42"
0,0,"Helga Sinclair - Femme Fatale",003,074,Emerald,Super Rare,"$0.23","$0.69"
1,0,"Helga Sinclair - Vengeful Partner",003,075,Emerald,Rare,"$0.11","$0.34"
2,0,"Jetsam - Riffraff",003,76,Emerald,Common,"$0.03","$0.13"
3,0,"Kit Cloudkicker - Tough Guy",003,077,Emerald,Uncommon,"$0.12","$0.51"
0,0,"Lyle Tiberius Rourke - Cunning Mercenary",003,078,Emerald,Super Rare,"$0.48","$6.01"
0,0,"Milo Thatch - Clever Cartographer",003,079,Emerald,Common,"$0.04","$0.15"
0,0,"Milo Thatch - King of Atlantis",003,080,Emerald,Legendary,"$1.37","$2.96"
0,0,"Morph - Space Goo",003,081,Emerald,Rare,"$2.18","$5.76"
0,2,"Peter Pan - Lost Boy Leader",003,82,Emerald,Rare,"$0.14","$0.19"
1,0,"Prince John - Phony King",003,083,Emerald,Uncommon,"$0.08","$0.31"
2,0,"Robin Hood - Daydreamer",003,084,Emerald,Rare,"$0.21","$1.14"
0,0,"Shenzi - Hyena Pack Leader",003,085,Emerald,Super Rare,"$0.23","$0.49"
4,1,"Sir Hiss - Aggravating Asp",003,086,Emerald,Common,"$0.11","$0.25"
2,0,"Skippy - Energetic Rabbit",003,087,Emerald,Common,"$0.04","$0.14"
3,0,"Starkey - Devious Pirate",003,088,Emerald,Uncommon,"$0.05","$0.16"
0,1,"Stitch - Covert Agent",003,089,Emerald,Rare,"$0.17","$0.28"
0,0,"Ursula - Deceiver",003,90,Emerald,Uncommon,"$0.75","$3.81"
0,0,"Ursula - Deceiver of All",003,091,Emerald,Legendary,"$19.95","$27.19"
4,0,"Wildcat - Mechanic",003,092,Emerald,Uncommon,"$0.07","$0.27"
3,0,"Zazu - Steward of the Pride Lands",003,093,Emerald,Common,"$0.05","$0.14"
1,0,"Has Set My Heaaaaaaart . . .",003,094,Emerald,Uncommon,"$0.06","$0.23"
1,0,"I Will Find My Way",003,095,Emerald,Common,"$0.05","$0.18"
4,0,"Strike A Good Match",003,096,Emerald,Common,"$0.06","$0.31"
1,0,"Airfoil",003,097,Emerald,Common,"$0.03","$0.13"
0,0,"Robin's Bow",003,098,Emerald,Uncommon,"$0.10","$0.31"
1,0,"Starlight Vial",003,099,Emerald,Rare,"$0.14","$0.30"
3,0,"De Vil Manor - Cruella's Estate",003,100,Emerald,Common,"$0.03","$0.16"
1,0,"Fang - River City",003,101,Emerald,Rare,"$0.27","$1.10"
1,0,"Kuzco's Palace - Home of the Emperor",003,102,Emerald,Uncommon,"$0.10","$0.26"
0,0,"Ariel - Adventurous Collector",003,103,Ruby,Super Rare,"$0.20","$0.92"
3,0,"Billy Bones - Keeper of the Map",003,104,Ruby,Common,"$0.03","$0.11"
1,0,"Captain Hook - Master Swordsman",003,105,Ruby,Rare,"$0.18","$0.47"
4,0,"Della Duck - Unstoppable Mom",003,106,Ruby,Common,"$0.05","$0.18"
3,0,"HeiHei - Accidental Explorer",003,107,Ruby,Uncommon,"$0.05","$0.26"
0,0,"Hydra - Deadly Serpent",003,108,Ruby,Legendary,"$1.22","$3.54"
1,0,"Jim Hawkins - Space Traveler",003,109,Ruby,Legendary,"$7.97","$13.47"
1,0,"Jim Hawkins - Thrill Seeker",003,110,Ruby,Common,"$0.05","$0.16"
4,0,"Kakamora - Menacing Sailor",003,111,Ruby,Common,"$0.03","$0.13"
1,0,"Madame Medusa - The Boss",003,112,Ruby,Super Rare,"$2.17","$12.28"
3,0,"Maui - Soaring Demigod",003,113,Ruby,Uncommon,"$0.04","$0.13"
0,0,"Maui - Whale",003,114,Ruby,Rare,"$0.12","$0.36"
0,0,"Milo Thatch - Spirited Scholar",003,115,Ruby,Common,,
0,1,"Moana - Born Leader",003,116,Ruby,Rare,"$0.11","$0.24"
4,0,"Moana - Undeterred Voyager",003,117,Ruby,Common,"$0.05","$0.16"
1,1,"Nutsy - Vulture Henchman",003,118,Ruby,Common,"$0.04","$0.12"
1,1,"Peter Pan - Never Land Hero",003,119,Ruby,Common,"$0.06","$0.14"
0,0,"Peter Pan - Pirate's Bane",003,120,Ruby,Rare,"$0.19","$0.44"
1,0,"Prince Eric - Expert Helmsman",003,121,Ruby,Super Rare,"$0.31","$1.60"
1,0,"Scroop - Backstabber",003,122,Ruby,Uncommon,"$0.07","$0.18"
2,0,"Simba - Scrappy Cub",003,123,Ruby,Rare,"$0.27","$0.70"
1,0,"Slightly - Lost Boy",003,124,Ruby,Uncommon,"$0.05","$0.21"
1,0,"Stitch - Little Rocket",003,125,Ruby,Common,"$0.10","$0.19"
0,0,"Trigger - Not-So-Sharp Shooter",003,126,Ruby,Uncommon,"$0.05","$0.19"
5,0,"Webby Vanderquack - Enthusiastic Duck",003,127,Ruby,Common,"$0.04","$0.18"
0,0,"Divebomb",003,128,Ruby,Uncommon,"$0.08","$0.17"
0,0,"I've Got a Dream",003,129,Ruby,Uncommon,"$0.06","$0.24"
1,0,"On Your Feet! Now!",003,130,Ruby,Rare,"$0.14","$0.37"
3,0,"Voyage",003,131,Ruby,Common,"$0.04","$0.20"
2,0,"Maui's Fish Hook",003,132,Ruby,Rare,"$0.15","$0.93"
4,0,"Sumerian Talisman",003,133,Ruby,Uncommon,"$0.07","$0.25"
5,0,"Agrabah - Marketplace",003,134,Ruby,Common,"$0.07","$0.18"
3,0,"Jolly Roger - Hook's Ship",003,135,Ruby,Uncommon,"$0.08","$0.32"
0,0,"RLS Legacy - Solar Galleon",003,136,Ruby,Rare,"$0.45","$1.68"
2,0,"Audrey Ramirez - The Engineer",003,137,Sapphire,Rare,"$0.15","$0.41"
2,0,"Captain Amelia - First In Command",003,138,Sapphire,Common,"$0.03","$0.16"
4,0,"Dewey - Showy Nephew",003,139,Sapphire,Uncommon,"$0.06","$0.23"
2,0,"Flintheart Glomgold - Lone Cheater",003,140,Sapphire,Uncommon,"$0.06","$0.18"
2,0,"Genie - Cramped in the Lamp",003,141,Sapphire,Uncommon,"$0.08","$0.20"
3,0,"Gramma Tala - Keeper of Ancient Stories",003,142,Sapphire,Common,"$0.09","$0.78"
0,0,"Gramma Tala - Spirit of the Ocean",003,143,Sapphire,Legendary,"$1.89","$5.17"
1,0,"Gyro Gearloose - Gadget Whiz",003,144,Sapphire,Rare,"$0.11","$0.39"
2,0,"Huey - Savvy Nephew",003,145,Sapphire,Rare,"$0.12","$0.34"
0,0,"King Louie - Bandleader",003,146,Sapphire,Common,"$0.04","$0.14"
1,0,"Kit Cloudkicker - Navigator",003,147,Sapphire,Uncommon,"$0.05","$0.35"
1,0,"Kit Cloudkicker - Spunky Bear Cub",003,148,Sapphire,Common,"$0.06","$0.22"
4,1,"Louie - Chill Nephew",003,149,Sapphire,Common,"$0.05","$0.14"
4,0,"Maid Marian - Delightful Dreamer",003,150,Sapphire,Common,"$0.04","$0.18"
1,0,"Mama Odie - Mystical Maven",003,151,Sapphire,Rare,"$0.18","$0.50"
2,0,"Pluto - Mickey's Clever Friend",003,152,Sapphire,Common,"$0.05","$0.14"
2,0,"Rufus - Orphanage Cat",003,153,Sapphire,Common,"$0.04","$0.13"
1,1,"Scrooge McDuck - Richest Duck in the World",003,154,Sapphire,Super Rare,"$0.16","$0.38"
3,0,"Scrooge Mcduck - Uncle Moneybags",003,155,Sapphire,Uncommon,"$0.07","$0.31"
1,0,"The Queen - Mirror Seeker",003,156,Sapphire,Uncommon,"$0.07","$0.22"
1,1,"Tinker Bell - Very Clever Fairy",003,157,Sapphire,Super Rare,"$0.21","$0.33"
0,0,"Wendy Darling - Authority on Peter Pan",003,158,Sapphire,Super Rare,"$0.23","$0.54"
3,0,"Distract",003,159,Sapphire,Common,"$0.03","$0.09"
1,0,"Friend Like Me",003,160,Sapphire,Rare,"$0.17","$0.47"
0,0,"How Far I'll Go",003,161,Sapphire,Uncommon,"$0.19","$0.85"
3,0,"Repair",003,162,Sapphire,Common,"$0.04","$0.14"
1,0,"Aurelian Gyrosensor",003,163,Sapphire,Rare,"$0.18","$0.45"
0,0,"Heart of Te Fiti",003,164,Sapphire,Rare,"$0.17","$0.50"
1,0,"Lucky Dime",003,165,Sapphire,Legendary,"$13.79","$34.76"
1,0,"Scrooge's Top Hat",003,166,Sapphire,Uncommon,"$0.06","$0.21"
2,0,"Vault Door",003,167,Sapphire,Common,"$0.04","$0.12"
0,0,"Belle's House - Maurice's Workshop",003,168,Sapphire,Rare,"$0.20","$0.38"
2,0,"McDuck Manor - Scrooge's Mansion",003,169,Sapphire,Common,"$0.10","$0.55"
2,0,"Motunui - Island Paradise",003,170,Sapphire,Uncommon,"$0.06","$0.27"
3,0,"Chief Tui - Proud of Motunui",003,171,Steel,Common,"$0.04","$0.11"
1,0,"Eeyore - Overstuffed Donkey",003,172,Steel,Common,"$0.06","$0.33"
0,0,"Gustav The Giant - Terror of the Kingdom",003,173,Steel,Rare,"$0.21","$0.56"
2,0,"Hades - Hotheaded Ruler",003,174,Steel,Rare,"$0.18","$0.39"
2,0,"Helga Sinclair - Right-Hand Woman",003,175,Steel,Common,"$0.03","$0.16"
0,0,"John Silver - Greedy Treasure Seeker",003,176,Steel,Rare,"$0.41","$0.78"
4,0,"Kida - Royal Warrior",003,177,Steel,Common,"$0.07","$0.21"
0,0,"Little John - Resourceful Outlaw",003,178,Steel,Super Rare,"$0.25","$0.68"
0,0,"Little John - Robin's Pal",003,179,Steel,Uncommon,"$0.09","$0.22"
0,0,"Lythos - Rock Titan",003,180,Steel,Uncommon,"$0.09","$0.26"
2,1,"Mickey Mouse - Stalwart Explorer",003,181,Steel,Common,"$0.06","$0.15"
0,1,"Mickey Mouse - Trumpeter",003,182,Steel,Legendary,"$1.36","$3.98"
2,0,"Minnie Mouse - Funky Spelunker",003,183,Steel,Common,"$0.06","$0.16"
1,0,"Mr. Smee - Bumbling Mate",003,184,Steel,Uncommon,"$1.05","$6.36"
1,0,"Mufasa - Champion of the Pride Lands",003,185,Steel,Rare,"$0.12","$0.38"
2,0,"Nala - Fierce Friend",003,186,Steel,Uncommon,"$0.06","$0.17"
0,0,"Pyros - Lava Titan",003,187,Steel,Rare,"$0.19","$0.70"
