"id","deck_id","card_id","quantity"
1627,88,1038,4
1628,88,1000,2
1629,88,112,2
1630,88,822,1
1631,88,220,4
1632,88,223,4
1633,88,567,4
1634,88,224,3
1635,88,225,4
1636,88,226,4
1637,88,169,2
1638,88,866,2
1639,88,919,3
1640,88,955,1
1641,88,830,4
1642,88,234,2
1643,89,873,2
1644,89,294,4
1645,89,739,2
1646,89,828,2
1647,89,152,3
1648,89,750,4
1649,89,1038,4
1650,89,1000,1
1651,89,112,1
1652,89,822,1
1653,89,1065,1
1654,89,220,4
1655,89,223,4
1656,89,224,4
1657,89,225,4
1658,89,226,4
1659,89,169,3
1660,89,42,2
1661,89,409,4
1662,89,813,1
1663,89,919,2
1664,89,830,4
1665,90,511,1
1666,90,778,4
1667,90,782,2
1668,90,862,4
1669,90,579,2
1670,90,416,2
1671,90,728,3
1672,90,681,4
1673,90,186,4
1674,90,57,4
1675,90,512,4
1676,90,195,4
1677,90,381,2
1678,90,181,4
1679,90,20,4
1680,90,151,2
1681,90,1098,2
1682,90,1131,3
1683,90,528,4
1684,90,733,1
1685,91,1058,4
1686,91,1118,3
1687,91,2,4
1688,91,341,4
1689,91,362,2
1690,91,1061,2
1691,91,931,3
1692,91,1090,3
1693,91,500,3
1694,91,857,4
1695,91,523,2
1696,91,858,3
1697,91,181,4
1698,91,505,4
1699,91,522,4
1700,91,1092,4
1701,91,1098,2
1702,91,161,3
1703,91,553,2
1704,92,1014,4
1705,92,363,3
1706,92,1036,4
1707,92,391,4
1708,92,728,4
1709,92,560,2
1710,92,536,4
1711,92,9,4
1712,92,220,4
1713,92,223,2
1714,92,567,4
1715,92,38,4
1716,92,225,4
1717,92,226,1
1718,92,43,4
1719,92,523,4
1720,92,230,2
1721,92,881,2
1722,93,314,2
1723,93,317,2
1724,93,391,1
1725,93,211,2
1726,93,174,1
1727,93,322,2
1728,93,1060,2
1729,93,1038,3
1730,93,393,1
1731,93,1061,1
1732,93,217,2
1733,93,491,1
1734,93,396,1
1735,93,219,2
1736,93,329,1
1737,93,1090,1
1738,93,139,1
1739,93,220,1
1740,93,223,3
1741,93,39,2
1742,93,892,1
1743,93,224,3
1744,93,225,4
1745,93,226,1
1746,93,966,2
1747,93,949,1
1748,93,142,2
1749,93,503,1
1750,93,356,1
1751,93,1063,2
1752,93,338,3
1753,93,339,1
1754,93,340,3
1755,93,161,1
1756,93,171,2
1757,94,530,2
1758,94,416,4
1759,94,728,4
1760,94,1017,3
1761,94,57,4
1762,94,512,4
1763,94,713,4
1764,94,875,4
1765,94,1172,4
1766,94,256,4
1767,94,1015,4
1768,94,430,4
1769,94,735,4
1770,94,260,4
1771,94,1131,3
1772,94,1148,4
1773,95,1118,4
1774,95,391,4
1775,95,750,4
1776,95,1038,4
1777,95,219,2
1778,95,220,4
1779,95,223,4
1780,95,567,4
1781,95,224,4
1782,95,225,4
1783,95,226,4
1784,95,500,4
1785,95,857,2
1786,95,1063,4
1787,95,919,3
1788,95,881,3
1789,95,161,2
1790,96,772,4
1791,96,391,4
1792,96,416,4
1793,96,750,2
1794,96,1038,4
1795,96,524,3
1796,96,424,3
1797,96,746,2
1798,96,220,4
1799,96,223,4
1800,96,567,4
1801,96,224,1
1802,96,225,4
1803,96,226,4
1804,96,784,2
1805,96,919,4
1806,96,528,4
1807,96,694,3
1808,97,1047,3
1809,97,1136,3
1810,97,1137,1
1811,97,943,3
1812,97,470,4
1813,97,1183,2
1814,97,301,4
1815,97,1001,2
1816,97,1065,2
1817,97,980,2
1818,97,449,2
1819,97,166,2
1820,97,157,4
1821,97,866,1
1822,97,1056,2
1823,97,963,4
1824,97,1020,1
1825,97,623,3
1826,97,684,3
1827,97,124,4
1828,97,830,4
1829,97,1180,4
1830,98,886,4
1831,98,168,4
1832,98,659,2
1833,98,855,2
1834,98,1176,1
1835,98,683,4
1836,98,853,1
1837,98,525,4
1838,98,899,4
1839,98,663,1
1840,98,838,1
1841,98,500,4
1842,98,893,2
1843,98,857,2
1844,98,928,2
1845,98,927,4
1846,98,922,4
1847,98,797,2
1848,98,800,4
1849,98,894,4
1850,98,911,2
1851,98,627,2
1852,99,628,4
1853,99,685,3
1854,99,655,4
1855,99,656,4
1856,99,630,2
1857,99,658,4
1858,99,661,2
1859,99,635,4
1860,99,1002,3
1861,99,1000,2
1862,99,637,3
1863,99,1001,3
1864,99,640,4
1865,99,641,4
1866,99,642,3
1867,99,645,3
1868,99,1144,2
1869,99,911,3
1870,99,909,3
1871,100,1058,4
1872,100,1118,1
1873,100,687,1
1874,100,1115,3
1875,100,1040,3
1876,100,1061,3
1877,100,1171,4
1878,100,68,4
1879,100,515,4
1880,100,781,3
1881,100,784,4
1882,100,1041,1
1883,100,857,4
1884,100,505,4
1885,100,522,4
1886,100,600,4
1887,100,161,4
1888,100,149,3
1889,100,528,4
1890,100,1148,2
1891,100,1191,4
1892,101,531,3
1893,101,1047,3
1894,101,1136,3
1895,101,541,2
1896,101,730,2
1897,101,276,4
1898,101,690,4
1899,101,196,4
1900,101,616,4
1901,101,279,4
1902,101,280,4
1903,101,1010,4
1904,101,181,4
1905,101,1081,3
1906,101,207,4
1907,101,208,4
1908,101,807,4
1909,102,443,4
1910,102,467,4
1911,102,82,4
1912,102,109,4
1913,102,1064,3
1914,102,468,4
1915,102,472,2
1916,102,473,4
1917,102,477,4
1918,102,890,4
1919,102,308,4
1920,102,963,4
1921,102,520,2
1922,102,527,3
1923,102,977,4
1924,102,982,2
1925,102,464,4
1926,103,628,4
1927,103,873,4
1928,103,728,4
1929,103,828,4
1930,103,536,4
1931,103,519,3
1932,103,112,3
1933,103,1065,3
1934,103,169,4
1935,103,523,4
1936,103,181,4
1937,103,167,2
1938,103,151,3
1939,103,207,4
1940,103,208,4
1941,103,901,4
1942,103,1069,2
1943,104,777,2
1944,104,416,4
1945,104,681,4
1946,104,57,3
1947,104,1038,4
1948,104,744,3
1949,104,1169,4
1950,104,746,2
1951,104,220,4
1952,104,223,3
1953,104,225,4
1954,104,226,4
1955,104,593,2
1956,104,594,4
1957,104,881,4
1958,104,528,4
1959,104,1148,2
1960,104,1191,3
1961,105,1047,2
1962,105,1136,3
1963,105,873,3
1964,105,1053,2
1965,105,943,4
1966,105,179,4
1967,105,470,2
1968,105,301,4
1969,105,822,2
1970,105,980,2
1971,105,449,3
1972,105,157,4
1973,105,976,2
1974,105,866,1
1975,105,1056,4
1976,105,963,4
1977,105,623,3
1978,105,624,4
1979,105,684,2
1980,105,124,2
1981,105,1180,3
1982,106,529,4
1983,106,530,4
1984,106,554,3
1985,106,696,4
1986,106,559,4
1987,106,902,4
1988,106,560,4
1989,106,537,3
1990,106,564,4
1991,106,541,4
1992,106,1146,4
1993,106,566,4
1994,106,546,4
1995,106,547,4
1996,106,987,2
1997,106,574,4
1998,107,156,3
1999,107,79,4
2000,107,869,3
2001,107,804,2
2002,107,852,3
2003,107,855,2
2004,107,805,4
2005,107,864,4
2006,107,802,1
2007,107,683,3
2008,107,269,3
2009,107,86,3
2010,107,157,2
2011,107,857,3
2012,107,688,3
2013,107,505,4
2014,107,356,4
2015,107,522,4
2016,107,623,3
2017,107,684,2
2018,108,732,4
2019,108,656,4
2020,108,531,4
2021,108,687,4
2022,108,1029,3
2023,108,1096,2
2024,108,329,3
2025,108,1090,4
2026,108,1123,1
2027,108,1143,2
2028,108,383,2
2029,108,384,2
2030,108,988,1
2031,108,951,2
2032,108,207,3
2033,108,208,4
2034,108,1161,2
2035,108,552,2
2036,108,553,4
2037,108,932,2
2038,108,1186,3
2039,108,1069,2
2040,109,1118,4
2041,109,1115,3
2042,109,346,2
2043,109,316,4
2044,109,681,4
2045,109,581,4
2046,109,1061,2
2047,109,1090,4
2048,109,515,3
2049,109,769,4
2050,109,505,4
2051,109,522,4
2052,109,780,3
2053,109,974,2
2054,109,854,2
2055,109,1092,4
2056,109,161,3
2057,109,516,4
2058,110,1,2
2059,110,1029,2
2060,110,314,2
2061,110,127,2
2062,110,317,2
2063,110,168,3
2064,110,3,2
2065,110,353,2
2066,110,1030,2
2067,110,1060,3
2068,110,1061,1
2069,110,6,1
2070,110,170,2
2071,110,136,2
2072,110,328,1
2073,110,965,2
2074,110,139,3
2075,110,12,2
2076,110,13,3
2077,110,14,1
2078,110,966,2
2079,110,1034,1
2080,110,142,4
2081,110,1062,2
2082,110,145,2
2083,110,1063,2
2084,110,337,1
2085,110,338,2
2086,110,339,1
2087,110,340,3
2088,111,1058,4
2089,111,1118,3
2090,111,687,2
2091,111,158,4
2092,111,632,4
2093,111,316,3
2094,111,831,1
2095,111,362,2
2096,111,1053,4
2097,111,1137,1
2098,111,519,1
2099,111,111,4
2100,111,1119,4
2101,111,1142,1
2102,111,822,2
2103,111,1065,2
2104,111,1090,2
2105,111,479,4
2106,111,866,1
2107,111,1056,4
2108,111,857,4
2109,111,503,1
2110,111,1092,2
2111,112,1134,4
2112,112,777,2
2113,112,1136,4
2114,112,416,4
2115,112,57,4
2116,112,683,4
2117,112,1171,1
2118,112,1076,4
2119,112,157,4
2120,112,593,1
2121,112,594,4
2122,112,256,4
2123,112,865,4
2124,112,1044,4
2125,112,528,4
2126,112,1148,4
2127,112,1191,4
2128,113,555,2
2129,113,391,4
2130,113,739,3
2131,113,152,3
2132,113,750,4
2133,113,1038,4
2134,113,112,2
2135,113,822,2
2136,113,1065,2
2137,113,746,2
2138,113,220,4
2139,113,223,4
2140,113,224,2
2141,113,225,2
2142,113,226,4
2143,113,169,4
2144,113,866,2
2145,113,919,4
2146,113,881,2
2147,113,830,4
2148,114,1118,2
2149,114,777,3
2150,114,1115,1
2151,114,316,4
2152,114,317,2
2153,114,168,4
2154,114,249,2
2155,114,1076,2
2156,114,1090,4
2157,114,500,4
2158,114,256,4
2159,114,1015,2
2160,114,1092,4
2161,114,1044,4
2162,114,600,4
2163,114,161,2
2164,114,528,4
2165,114,516,4
2166,114,1148,4
2167,115,1047,4
2168,115,1136,4
2169,115,391,4
2170,115,739,1
2171,115,606,4
2172,115,1038,4
2173,115,446,1
2174,115,220,4
2175,115,223,4
2176,115,449,3
2177,115,567,2
2178,115,157,4
2179,115,224,2
2180,115,225,4
2181,115,226,4
2182,115,624,4
2183,115,684,1
2184,115,919,2
2185,115,881,4
2186,116,1058,4
2187,116,1118,1
2188,116,316,3
2189,116,168,3
2190,116,353,3
2191,116,362,2
2192,116,294,3
2193,116,1061,2
2194,116,470,4
2195,116,519,3
2196,116,1142,1
2197,116,1065,2
2198,116,1090,4
2199,116,479,4
2200,116,500,4
2201,116,1056,3
2202,116,857,4
2203,116,505,4
2204,116,522,4
2205,116,1092,4
2206,116,161,2
2207,117,1029,3
2208,117,1030,2
2209,117,930,3
2210,117,27,1
2211,117,28,3
2212,117,164,1
2213,117,33,1
2214,117,1038,3
2215,117,150,1
2216,117,6,1
2217,117,1031,2
2218,117,170,2
2219,117,35,3
2220,117,36,3
2221,117,37,3
2222,117,39,2
2223,117,11,2
2224,117,12,3
2225,117,153,2
2226,117,13,3
2227,117,14,1
2228,117,42,3
2229,117,1034,1
2230,117,43,2
2231,117,19,2
2232,117,22,3
2233,117,47,3
2234,117,171,2
2235,118,1136,4
2236,118,416,4
2237,118,57,4
2238,118,419,4
2239,118,683,2
2240,118,585,2
2241,118,904,2
2242,118,682,4
2243,118,449,3
2244,118,157,4
2245,118,593,3
2246,118,620,2
2247,118,594,4
2248,118,256,4
2249,118,430,4
2250,118,1044,2
2251,118,528,4
2252,118,1148,4
2253,119,159,4
2254,119,778,4
2255,119,862,4
2256,119,579,2
2257,119,943,4
2258,119,301,4
2259,119,1001,3
2260,119,524,3
2261,119,980,2
2262,119,1041,4
2263,119,1056,4
2264,119,963,4
2265,119,124,4
2266,119,600,4
2267,119,830,4
2268,119,1131,2
2269,119,1191,4
2270,120,159,4
2271,120,862,4
2272,120,579,2
2273,120,943,4
2274,120,301,3
2275,120,1001,2
2276,120,304,1
2277,120,980,3
2278,120,784,2
2279,120,1041,4
2280,120,1056,4
2281,120,963,4
2282,120,1174,3
2283,120,1105,3
2284,120,124,2
2285,120,600,4
2286,120,830,4
2287,120,1131,3
2288,120,1191,4
2289,121,1134,4
2290,121,1136,4
2291,121,778,2
2292,121,782,4
2293,121,862,4
2294,121,681,4
2295,121,581,4
2296,121,1064,4
2297,121,1171,4
2298,121,1077,4
2299,121,157,3
2300,121,690,3
2301,121,693,4
2302,121,865,4
2303,121,528,4
2304,121,1148,4
2305,122,1118,3
2306,122,316,3
2307,122,159,2
2308,122,294,4
2309,122,1060,2
2310,122,1002,4
2311,122,1061,3
2312,122,1000,3
2313,122,301,4
2314,122,822,2
2315,122,1065,2
2316,122,980,2
2317,122,500,4
2318,122,866,1
2319,122,1056,3
2320,122,963,4
2321,122,857,2
2322,122,503,1
2323,122,124,3
2324,122,161,4
2325,122,830,4
2326,123,363,1
2327,123,511,2
2328,123,778,2
2329,123,782,4
2330,123,862,4
2331,123,416,1
2332,123,728,4
2333,123,536,4
2334,123,524,3
2335,123,9,4
2336,123,593,3
2337,123,594,4
2338,123,523,4
2339,123,181,4
2340,123,20,1
2341,123,735,2
2342,123,207,3
2343,123,208,4
2344,123,388,2
2345,123,528,4
2346,124,1058,4
2347,124,1118,3
2348,124,1115,2
2349,124,316,4
2350,124,606,4
2351,124,1061,2
2352,124,489,4
2353,124,1090,4
2354,124,157,4
2355,124,500,4
2356,124,857,4
2357,124,897,3
2358,124,505,4
2359,124,522,4
2360,124,865,3
2361,124,1092,4
2362,124,161,3
2363,125,1047,4
2364,125,943,4
2365,125,1111,4
2366,125,1000,1
2367,125,301,4
2368,125,810,4
2369,125,867,4
2370,125,980,2
2371,125,166,4
2372,125,157,4
2373,125,866,4
2374,125,1056,4
2375,125,963,4
2376,125,285,3
2377,125,124,4
2378,125,1180,4
2379,125,998,2
2380,126,1058,2
2381,126,653,4
2382,126,654,4
2383,126,628,4
2384,126,685,4
2385,126,158,4
2386,126,105,4
2387,126,1061,2
2388,126,637,2
2389,126,304,4
2390,126,1090,3
2391,126,963,4
2392,126,672,4
2393,126,1092,3
2394,126,338,4
2395,126,339,4
2396,126,909,4
2397,127,391,4
2398,127,739,4
2399,127,152,2
2400,127,750,2
2401,127,1038,4
2402,127,822,2
2403,127,1065,2
2404,127,746,2
2405,127,220,4
2406,127,223,4
2407,127,224,2
2408,127,225,4
2409,127,832,2
2410,127,226,4
2411,127,169,4
2412,127,866,2
2413,127,1125,2
2414,127,919,2
2415,127,881,4
2416,127,830,4
2417,128,1058,4
2418,128,1118,2
2419,128,869,2
2420,128,159,2
2421,128,660,2
2422,128,294,3
2423,128,1060,3
2424,128,943,4
2425,128,1002,4
2426,128,1061,3
2427,128,301,4
2428,128,822,1
2429,128,1065,2
2430,128,980,2
2431,128,500,4
2432,128,963,4
2433,128,857,3
2434,128,124,3
2435,128,161,4
2436,128,830,4
2437,129,314,3
2438,129,211,3
2439,129,353,2
2440,129,362,1
2441,129,212,3
2442,129,322,3
2443,129,1038,4
2444,129,217,3
2445,129,136,2
2446,129,1072,2
2447,129,328,1
2448,129,219,3
2449,129,965,2
2450,129,329,2
2451,129,139,3
2452,129,220,1
2453,129,223,3
2454,129,224,2
2455,129,225,3
2456,129,226,1
2457,129,966,2
2458,129,142,3
2459,129,334,3
2460,129,337,1
2461,129,338,2
2462,129,340,2
2463,130,1047,3
2464,130,1136,4
2465,130,391,4
2466,130,606,4
2467,130,1038,4
2468,130,220,4
2469,130,223,4
2470,130,449,2
2471,130,567,4
2472,130,39,3
2473,130,157,4
2474,130,224,2
2475,130,225,3
2476,130,226,4
2477,130,623,2
2478,130,624,4
2479,130,684,1
2480,130,881,4
2481,131,1118,4
2482,131,317,3
2483,131,168,4
2484,131,750,2
2485,131,1060,4
2486,131,1038,4
2487,131,329,3
2488,131,220,4
2489,131,223,4
2490,131,567,4
2491,131,38,2
2492,131,224,2
2493,131,225,4
2494,131,226,4
2495,131,500,4
2496,131,857,4
2497,131,881,4
2498,132,886,2
2499,132,772,4
2500,132,779,4
2501,132,773,2
2502,132,766,2
2503,132,1176,2
2504,132,1005,2
2505,132,1174,2
2506,132,792,2
2507,132,96,2
2508,132,97,2
2509,132,863,2
2510,132,783,3
2511,132,431,2
2512,132,762,4
2513,132,348,2
2514,132,808,4
2515,132,460,1
2516,132,912,2
2517,132,1042,3
2518,132,921,2
2519,132,1046,2
2520,132,994,3
2521,132,764,2
2522,132,439,4
2523,133,1118,3
2524,133,316,3
2525,133,943,4
2526,133,1002,4
2527,133,470,3
2528,133,475,4
2529,133,476,4
2530,133,822,3
2531,133,1065,2
2532,133,1090,3
2533,133,980,2
2534,133,1021,2
2535,133,866,1
2536,133,307,4
2537,133,963,4
2538,133,857,3
2539,133,818,1
2540,133,1092,4
2541,133,124,2
2542,133,161,2
2543,133,830,4
2544,134,603,1
2545,134,1136,1
2546,134,1120,2
2547,134,930,3
2548,134,1064,2
2549,134,6,3
2550,134,170,3
2551,134,608,3
2552,134,541,2
2553,134,610,2
2554,134,931,1
2555,134,1123,2
2556,134,613,1
2557,134,996,2
2558,134,678,1
2559,134,690,2
2560,134,196,3
2561,134,616,4
2562,134,617,2
2563,134,620,3
2564,134,523,1
2565,134,384,2
2566,134,548,2
2567,134,201,3
2568,134,387,2
2569,134,100,1
2570,134,388,3
2571,134,998,3
2572,135,1118,3
2573,135,316,4
2574,135,778,4
2575,135,862,4
2576,135,1061,2
2577,135,1090,4
2578,135,515,4
2579,135,781,4
2580,135,784,2
2581,135,1041,1
2582,135,857,4
2583,135,505,4
2584,135,522,4
2585,135,1092,4
2586,135,1105,3
2587,135,528,4
2588,135,516,4
2589,135,1191,1
2590,136,1014,4
2591,136,152,3
2592,136,750,4
2593,136,943,4
2594,136,1038,4
2595,136,751,2
2596,136,301,4
2597,136,513,4
2598,136,822,2
2599,136,1065,3
2600,136,220,4
2601,136,567,4
2602,136,224,3
2603,136,963,4
2604,136,645,4
2605,136,971,3
2606,136,935,4
2607,137,826,4
2608,137,828,4
2609,137,606,4
2610,137,299,3
2611,137,470,4
2612,137,301,4
2613,137,1119,4
2614,137,1001,3
2615,137,449,4
2616,137,166,2
2617,137,157,4
2618,137,90,4
2619,137,963,4
2620,137,624,4
2621,137,684,4
2622,137,830,4
2623,138,530,2
2624,138,1029,4
2625,138,1120,4
2626,138,728,4
2627,138,585,3
2628,138,372,4
2629,138,9,4
2630,138,875,4
2631,138,1016,4
2632,138,523,4
2633,138,181,2
2634,138,430,4
2635,138,20,4
2636,138,1105,4
2637,138,735,4
2638,138,260,4
2639,138,1191,1
2640,139,1118,4
2641,139,1115,3
2642,139,317,3
2643,139,391,4
2644,139,1038,4
2645,139,746,1
2646,139,220,4
2647,139,223,4
2648,139,567,4
2649,139,225,4
2650,139,226,4
2651,139,500,4
2652,139,857,4
2653,139,919,4
2654,139,881,3
2655,139,161,4
2656,139,149,2
2657,140,363,2
2658,140,511,2
2659,140,416,4
2660,140,728,4
2661,140,536,4
2662,140,57,4
2663,140,585,4
2664,140,512,4
2665,140,9,2
2666,140,593,4
2667,140,594,4
2668,140,523,4
2669,140,1174,2
2670,140,20,4
2671,140,735,4
2672,140,76,4
2673,140,528,4
2674,141,159,3
2675,141,778,4
2676,141,862,4
2677,141,579,3
2678,141,681,4
2679,141,581,4
2680,141,943,4
2681,141,301,4
2682,141,1001,2
2683,141,980,2
2684,141,1041,4
2685,141,1056,4
2686,141,963,4
2687,141,124,3
2688,141,600,4
2689,141,830,4
2690,141,1131,3
2691,141,1191,3
2692,142,1014,4
2693,142,363,4
2694,142,1036,4
2695,142,391,4
2696,142,728,4
2697,142,536,4
2698,142,1169,4
2699,142,9,4
2700,142,220,4
2701,142,567,4
2702,142,38,4
2703,142,225,4
2704,142,523,4
2705,142,20,4
2706,142,919,4
2707,143,772,4
2708,143,391,4
2709,143,579,2
2710,143,1017,1
2711,143,1038,4
2712,143,524,2
2713,143,424,2
2714,143,220,4
2715,143,223,4
2716,143,567,3
2717,143,224,2
2718,143,225,4
2719,143,226,4
2720,143,781,2
2721,143,784,2
2722,143,593,2
2723,143,594,2
2724,143,432,4
2725,143,919,2
2726,143,528,4
2727,143,1191,2
2728,144,2,4
2729,144,681,4
2730,144,581,4
2731,144,904,2
2732,144,512,4
2733,144,1068,3
2734,144,256,4
2735,144,432,4
2736,144,1044,4
2737,144,1098,4
2738,144,600,4
2739,144,1131,3
2740,144,528,4
2741,144,1148,4
2742,144,1035,4
2743,144,1191,4
2744,145,555,2
2745,145,391,4
2746,145,828,2
2747,145,152,3
2748,145,750,4
2749,145,1038,4
2750,145,112,1
2751,145,220,4
2752,145,344,2
2753,145,223,4
2754,145,567,2
2755,145,224,4
2756,145,225,4
2757,145,226,4
2758,145,169,4
2759,145,866,2
2760,145,919,3
2761,145,830,4
2762,145,694,2
2763,145,234,1
2764,146,1058,4
2765,146,1115,4
2766,146,782,4
2767,146,862,4
2768,146,1040,4
2769,146,1061,3
2770,146,1171,4
2771,146,68,4
2772,146,838,4
2773,146,691,4
2774,146,515,4
2775,146,781,4
2776,146,784,4
2777,146,505,4
2778,146,522,4
2779,146,1148,4
2780,146,1191,4
2781,147,1141,4
2782,147,314,3
2783,147,346,2
2784,147,1002,4
2785,147,135,3
2786,147,493,4
2787,147,494,2
2788,147,495,3
2789,147,69,4
2790,147,1078,4
2791,147,597,2
2792,147,598,3
2793,147,505,4
2794,147,356,4
2795,147,430,3
2796,147,974,3
2797,147,993,2
2798,147,338,3
2799,147,994,3
2800,148,511,1
2801,148,728,4
2802,148,606,4
2803,148,802,1
2804,148,445,2
2805,148,541,3
2806,148,347,1
2807,148,931,4
2808,148,449,2
2809,148,157,4
2810,148,788,2
2811,148,276,4
2812,148,195,4
2813,148,616,4
2814,148,385,1
2815,148,181,4
2816,148,624,4
2817,148,684,3
2818,148,151,4
2819,148,1081,4
2820,149,1135,2
2821,149,1047,3
2822,149,1136,4
2823,149,391,4
2824,149,739,4
2825,149,805,4
2826,149,606,4
2827,149,1038,4
2828,149,220,4
2829,149,223,4
2830,149,449,3
2831,149,157,4
2832,149,225,2
2833,149,226,3
2834,149,623,4
2835,149,624,2
2836,149,684,2
2837,149,881,3
2838,150,1047,3
2839,150,1136,4
2840,150,943,4
2841,150,179,4
2842,150,301,4
2843,150,1001,3
2844,150,980,2
2845,150,449,2
2846,150,166,4
2847,150,157,4
2848,150,866,1
2849,150,690,3
2850,150,693,4
2851,150,277,2
2852,150,963,4
2853,150,1020,3
2854,150,285,1
2855,150,623,3
2856,150,684,3
2857,150,124,4
2858,151,102,4
2859,151,1022,4
2860,151,728,4
2861,151,942,4
2862,151,1138,4
2863,151,301,4
2864,151,962,4
2865,151,1021,4
2866,151,816,4
2867,151,963,4
2868,151,1010,4
2869,151,645,4
2870,151,735,4
2871,151,686,4
2872,151,650,4
2873,152,182,3
2874,152,728,4
2875,152,855,4
2876,152,186,4
2877,152,843,3
2878,152,191,4
2879,152,192,4
2880,152,853,4
2881,152,857,4
2882,152,181,4
2883,152,927,4
2884,152,202,4
2885,152,839,4
2886,152,205,4
2887,152,342,3
2888,152,1092,3
2889,153,363,3
2890,153,511,2
2891,153,778,2
2892,153,782,4
2893,153,862,4
2894,153,416,1
2895,153,728,4
2896,153,536,4
2897,153,585,3
2898,153,524,3
2899,153,9,4
2900,153,593,3
2901,153,594,4
2902,153,523,4
2903,153,181,4
2904,153,207,3
2905,153,208,4
2906,153,528,4
2907,154,555,2
2908,154,391,3
2909,154,828,2
2910,154,152,3
2911,154,750,4
2912,154,1038,4
2913,154,1000,2
2914,154,112,1
2915,154,220,4
2916,154,344,1
2917,154,223,4
2918,154,224,3
2919,154,225,4
2920,154,226,4
2921,154,169,3
2922,154,866,2
2923,154,573,1
2924,154,360,2
2925,154,409,3
2926,154,919,2
2927,154,830,4
2928,154,234,2
2929,155,655,4
2930,155,656,4
2931,155,687,4
2932,155,630,2
2933,155,658,4
2934,155,999,1
2935,155,635,3
2936,155,1002,3
2937,155,1000,2
2938,155,1001,4
2939,155,640,4
2940,155,641,4
2941,155,1143,4
2942,155,642,4
2943,155,644,2
2944,155,645,4
2945,155,1144,2
2946,155,911,3
2947,155,909,2
2948,156,1135,3
2949,156,1047,2
2950,156,1136,4
2951,156,416,4
2952,156,681,4
2953,156,884,3
2954,156,57,4
2955,156,606,4
2956,156,683,4
2957,156,449,3
2958,156,157,4
2959,156,593,4
2960,156,594,4
2961,156,624,4
2962,156,76,3
2963,156,528,4
2964,156,1148,2
2965,157,1047,4
2966,157,1136,4
2967,157,391,3
2968,157,606,4
2969,157,1038,4
2970,157,347,2
2971,157,220,4
2972,157,223,4
2973,157,449,2
2974,157,567,3
2975,157,157,4
2976,157,224,3
2977,157,225,4
2978,157,226,4
2979,157,409,2
2980,157,624,4
2981,157,684,1
2982,157,919,2
2983,157,881,3
2984,158,777,1
2985,158,772,4
2986,158,391,2
2987,158,778,4
2988,158,862,3
2989,158,750,2
2990,158,1017,1
2991,158,1038,4
2992,158,524,2
2993,158,424,2
2994,158,220,4
2995,158,223,4
2996,158,224,3
2997,158,225,4
2998,158,226,4
2999,158,781,2
3000,158,784,2
3001,158,409,2
3002,158,919,1
3003,158,881,2
3004,158,528,4
3005,158,694,2
3006,158,1191,2
3007,159,772,3
3008,159,555,1
3009,159,778,3
3010,159,862,3
3011,159,416,3
3012,159,750,3
3013,159,1038,4
3014,159,524,2
3015,159,424,2
3016,159,220,4
3017,159,223,4
3018,159,224,3
3019,159,225,4
3020,159,226,4
3021,159,594,3
3022,159,432,2
3023,159,919,3
3024,159,528,4
3025,159,694,3
3026,159,234,2
3027,160,1058,4
3028,160,1118,3
3029,160,2,4
3030,160,341,4
3031,160,728,3
3032,160,1090,4
3033,160,838,4
3034,160,691,4
3035,160,500,4
3036,160,857,3
3037,160,523,3
3038,160,1092,4
3039,160,1098,3
3040,160,207,4
3041,160,208,4
3042,160,553,4
3043,160,1069,1
3044,161,1047,4
3045,161,1136,4
3046,161,943,4
3047,161,1183,2
3048,161,301,4
3049,161,1001,3
3050,161,822,3
3051,161,980,2
3052,161,157,4
3053,161,962,4
3054,161,963,4
3055,161,939,2
3056,161,623,3
3057,161,684,3
3058,161,124,4
3059,161,686,4
3060,161,830,4
3061,161,998,2
3062,162,1135,2
3063,162,1047,3
3064,162,1136,3
3065,162,391,3
3066,162,750,2
3067,162,1038,4
3068,162,347,2
3069,162,613,4
3070,162,220,4
3071,162,223,4
3072,162,449,2
3073,162,157,4
3074,162,224,3
3075,162,225,4
3076,162,226,4
3077,162,42,3
3078,162,409,3
3079,162,624,3
3080,162,919,2
3081,162,881,2
3082,163,1135,4
3083,163,1136,4
3084,163,681,4
3085,163,581,4
3086,163,244,4
3087,163,904,2
3088,163,1076,4
3089,163,515,4
3090,163,690,2
3091,163,593,4
3092,163,594,2
3093,163,345,2
3094,163,256,4
3095,163,865,4
3096,163,1044,4
3097,163,528,4
3098,163,1148,4
3099,164,630,3
3100,164,294,4
3101,164,1060,2
3102,164,943,4
3103,164,1002,4
3104,164,1061,3
3105,164,112,3
3106,164,301,4
3107,164,980,2
3108,164,667,3
3109,164,169,3
3110,164,500,4
3111,164,963,4
3112,164,857,3
3113,164,508,2
3114,164,124,4
3115,164,161,4
3116,164,1180,4
3117,165,1058,4
3118,165,362,2
3119,165,681,4
3120,165,1061,3
3121,165,1090,4
3122,165,1015,4
3123,165,1079,4
3124,165,505,4
3125,165,356,4
3126,165,522,4
3127,165,974,3
3128,165,920,4
3129,165,1063,4
3130,165,1027,1
3131,165,161,4
3132,165,528,4
3133,165,1191,3
3134,166,1118,3
3135,166,1115,2
3136,166,317,2
3137,166,391,3
3138,166,1038,4
3139,166,220,4
3140,166,223,4
3141,166,38,3
3142,166,224,2
3143,166,225,4
